name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"TALARN II 3","ENDESA GENERACION S.A.",,,Talarn,ES,8.74,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"TALARN II 4","ENDESA GENERACION S.A.",,,Talarn,ES,8.74,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"TAVASCAN INFERIOR","ENDESA GENERACION S.A.",,,Lladorre,ES,31.82,Hydro,,,1971,,,,,"Renewable energy",Hydro,,,,SEDE
"TAVASCAN SUPERIOR 1","ENDESA GENERACION S.A.",,,Lladorre,ES,59.53,Hydro,,,1971,,42.637033,1.251468,,"Renewable energy",Hydro,,,,SEDE
"TAVASCAN SUPERIOR 2","ENDESA GENERACION S.A.",,,Lladorre,ES,59.53,Hydro,,,1971,,42.637033,1.251468,,"Renewable energy",Hydro,,,,SEDE
TERMENS,"ENDESA GENERACION S.A.",,,"Vilanova de la Barca",ES,11.92,Hydro,,,1964,,,,,"Renewable energy",Hydro,,,,SEDE
"TERRADETS 1","ENDESA GENERACION S.A.",,,Llimiana,ES,16.16,Hydro,,,1935,,42.047605,0.894388,,"Renewable energy",Hydro,,,,SEDE
"TERRADETS 2","ENDESA GENERACION S.A.",,,Llimiana,ES,16.16,Hydro,,,1935,,42.047605,0.894388,,"Renewable energy",Hydro,,,,SEDE
"TERUEL GR 1","ENDESA GENERACION S.A.",,,Andorra,ES,352.24,Lignite,,,1979,,40.996283,-0.38417,18WTER1-12345-0D,"Fossil fuels",Lignite,,,,SEDE
"TERUEL GR 2","ENDESA GENERACION S.A.",,,Andorra,ES,352.12,Lignite,,,1979,,40.996283,-0.38417,18WTER2-12345-03,"Fossil fuels",Lignite,,,,SEDE
"TERUEL GR 3","ENDESA GENERACION S.A.",,,Andorra,ES,351.41,Lignite,,,1980,,40.996283,-0.38417,18WTER3-12345-0U,"Fossil fuels",Lignite,,,,SEDE
TORAN,"ENDESA GENERACION S.A.",,,Canejan,ES,13.12,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
"TORINA 1","VIESGO GENERACION, S.L.",,,"Barcena de Pie de Concha",ES,4.51,Hydro,,,1921,,,,,"Renewable energy",Hydro,,,,SEDE
"TORINA 2","VIESGO GENERACION, S.L.",,,"Barcena de Pie de Concha",ES,4.21,Hydro,,,1921,,,,,"Renewable energy",Hydro,,,,SEDE
"TORINA 3","VIESGO GENERACION, S.L.",,,"Barcena de Pie de Concha",ES,5.63,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"CAPDELLA II 2","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,6.29,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"CAPDELLA II 3","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,6.29,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"CAPDELLA II 4","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,6.29,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"CAPDELLA II 5","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,6.29,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
CARCAVILLA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Penas de Riglos (Las)",ES,4.84,Hydro,,,1981,,,,,"Renewable energy",Hydro,,,,SEDE
CASABLANCA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Zaragoza,ES,0.58,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
CASTELFABIB,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Castielfabib,ES,1.28,Hydro,,,1986,,,,,"Renewable energy",Hydro,,,,SEDE
CASTIELLO,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Castiello de Jaca",ES,1.09,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
CAZULAS,"ENDESA GENERACION S.A.",,,Otivar,ES,1.8,Hydro,,,1953,,,,,"Renewable energy",Hydro,,,,SEDE
"CIJARA M. DCHA. 1","ENDESA GENERACION S.A.",,,Alia,ES,50.4,Hydro,,,1980,,39.373055,-5.016053,,"Renewable energy",Hydro,,,,SEDE
"CIJARA M. IZDA. 1","ENDESA GENERACION S.A.",,,"Herrera del Duque",ES,17.17,Hydro,,,1956,,39.373055,-5.016053,,"Renewable energy",Hydro,,,,SEDE
"CIJARA M. IZDA. 2","ENDESA GENERACION S.A.",,,"Herrera del Duque",ES,17.17,Hydro,,,1957,,39.373055,-5.016053,,"Renewable energy",Hydro,,,,SEDE
"CIJARA M. IZDA. 3","ENDESA GENERACION S.A.",,,"Herrera del Duque",ES,17.36,Hydro,,,1969,,39.373055,-5.016053,,"Renewable energy",Hydro,,,,SEDE
"COMPOSTILLA II GR 3","ENDESA GENERACION S.A.",,,"Cubillos del Sil",ES,323.31,"Hard coal",,,1972,,42.612447,-6.56483,18WCCO3-12345-0C,"Fossil fuels","Hard coal",,,,SEDE
"COMPOSTILLA II GR 4","ENDESA GENERACION S.A.",,,"Cubillos del Sil",ES,341.18,"Hard coal",,,1981,,42.612447,-6.56483,18WCOM4-12345-0S,"Fossil fuels","Hard coal",,,,SEDE
"COMPOSTILLA II GR 5","ENDESA GENERACION S.A.",,,"Cubillos del Sil",ES,340.65,"Hard coal",,,1984,,42.612447,-6.56483,18WCOM5-12345-0I,"Fossil fuels","Hard coal",,,,SEDE
"CORDOBILLA 1","ENDESA GENERACION S.A.",,,"Puente Genil",ES,4.05,Hydro,,,1952,,,,,"Renewable energy",Hydro,,,,SEDE
"CORDOBILLA 2","ENDESA GENERACION S.A.",,,"Puente Genil",ES,5.08,Hydro,,,1952,,,,,"Renewable energy",Hydro,,,,SEDE
"CORDOBILLA 3","ENDESA GENERACION S.A.",,,"Puente Genil",ES,5.1,Hydro,,,1952,,,,,"Renewable energy",Hydro,,,,SEDE
"CORNATEL GR 1","ENDESA GENERACION S.A.",,,Rubia,ES,65.2,Hydro,,,1963,,42.416995,-6.831779,,"Renewable energy",Hydro,,,,SEDE
"CORNATEL GR 2","ENDESA GENERACION S.A.",,,Rubia,ES,65.46,Hydro,,,1963,,42.416995,-6.831779,,"Renewable energy",Hydro,,,,SEDE
CHILLAR,"ENDESA GENERACION S.A.",,,Nerja,ES,0.72,Hydro,,,1932,,,,,"Renewable energy",Hydro,,,,SEDE
"DILAR 1","ENDESA GENERACION S.A.",,,Dilar,ES,1.6,Hydro,,,1950,,,,,"Renewable energy",Hydro,,,,SEDE
"DILAR 2","ENDESA GENERACION S.A.",,,Dilar,ES,2.05,Hydro,,,1950,,,,,"Renewable energy",Hydro,,,,SEDE
"DOIRAS 1","VIESGO GENERACION, S.L.",,,Boal,ES,23.77,Hydro,,,1944,,43.38616,-6.825378,,"Renewable energy",Hydro,,,,SEDE
"DOIRAS 2","VIESGO GENERACION, S.L.",,,Boal,ES,23.77,Hydro,,,1944,,43.38616,-6.825378,,"Renewable energy",Hydro,,,,SEDE
"DOIRAS 3","VIESGO GENERACION, S.L.",,,Boal,ES,14.4,Hydro,,,1944,,43.38616,-6.825378,,"Renewable energy",Hydro,,,,SEDE
"DONA ALDONZA 1","ENDESA GENERACION S.A.",,,Ubeda,ES,5.2,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
"DONA ALDONZA 2","ENDESA GENERACION S.A.",,,Ubeda,ES,5.2,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
DUQUE,"ENDESA GENERACION S.A.",,,Pampaneira,ES,12.56,Hydro,,,1982,,,,,"Renewable energy",Hydro,,,,SEDE
"DURCAL 1","ENDESA GENERACION S.A.",,,Durcal,ES,1.9,Hydro,,,1924,,,,,"Renewable energy",Hydro,,,,SEDE
"DURCAL 2","ENDESA GENERACION S.A.",,,Durcal,ES,1.9,Hydro,,,1924,,,,,"Renewable energy",Hydro,,,,SEDE
"EL BERBEL 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Cabanillas,ES,6.29,Hydro,,,1988,,,,,"Renewable energy",Hydro,,,,SEDE
"EL BERBEL 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Cabanillas,ES,6.22,Hydro,,,1988,,,,,"Renewable energy",Hydro,,,,SEDE
"EL BERBEL 3","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Cabanillas,ES,6.2,Hydro,,,1988,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CARPIO 1","ENDESA GENERACION S.A.",,,"Carpio (El)",ES,2.5,Hydro,,,1922,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CARPIO 2","ENDESA GENERACION S.A.",,,"Carpio (El)",ES,2.8,Hydro,,,1922,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CARPIO 3","ENDESA GENERACION S.A.",,,"Carpio (El)",ES,2.33,Hydro,,,1922,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CORCHADO 1","ENDESA GENERACION S.A.",,,Gaucin,ES,1.24,Hydro,,,1938,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CORCHADO 2","ENDESA GENERACION S.A.",,,Gaucin,ES,5.2,Hydro,,,1938,,,,,"Renewable energy",Hydro,,,,SEDE
"EL CORCHADO 3","ENDESA GENERACION S.A.",,,Gaucin,ES,5.2,Hydro,,,1938,,,,,"Renewable energy",Hydro,,,,SEDE
"EMBID DE LA RIBERA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Calatayud,ES,1.58,Hydro,,,1934,,,,,"Renewable energy",Hydro,,,,SEDE
"EMBID DE LA RIBERA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Calatayud,ES,1.21,Hydro,,,1934,,,,,"Renewable energy",Hydro,,,,SEDE
"ENCINAREJO 1","ENDESA GENERACION S.A.",,,Andujar,ES,4.11,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"ENCINAREJO 2","ENDESA GENERACION S.A.",,,Andujar,ES,4.1,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"ERISTE 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sahun,ES,44,Hydro,,,1969,,42.583678,0.483248,,"Renewable energy",Hydro,,,,SEDE
"ERISTE 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sahun,ES,43.6,Hydro,,,1969,,42.583678,0.483248,,"Renewable energy",Hydro,,,,SEDE
"ESCALES 1","ENDESA GENERACION S.A.",,,Sopeira,ES,12,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"ESCALES 2","ENDESA GENERACION S.A.",,,Sopeira,ES,11.92,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"ESCALES 3","ENDESA GENERACION S.A.",,,Sopeira,ES,11.93,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"ESCATRON GR 5","VIESGO GENERACION, S.L.",,,Escatron,ES,65,Lignite,,,1990,,41.296437,-0.336406,,"Fossil fuels",Lignite,,,,SEDE
"ESPOT 1","ENDESA GENERACION S.A.",,,Espot,ES,4.82,Hydro,,,1953,,,,,"Renewable energy",Hydro,,,,SEDE
"ESPOT 2","ENDESA GENERACION S.A.",,,Espot,ES,4.82,Hydro,,,1953,,,,,"Renewable energy",Hydro,,,,SEDE
"ESTANY GENTO-SALLENTE 1","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,109.96,Hydro,,,1985,,42.500623,0.989212,18WSLTG-12345-0T,"Renewable energy",Hydro,,,,SEDE
"ESTANY GENTO-SALLENTE 2","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,109.96,Hydro,,,1985,,42.500623,0.989212,18WSLTG-12345-0T,"Renewable energy",Hydro,,,,SEDE
"ESTANY GENTO-SALLENTE 3","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,109.96,Hydro,,,1985,,42.500623,0.989212,18WSLTG-12345-0T,"Renewable energy",Hydro,,,,SEDE
"ESTANY GENTO-SALLENTE 4","ENDESA GENERACION S.A.",,,"Torre de Cabdella (La)",ES,109.96,Hydro,,,1986,,42.500623,0.989212,18WSLTG-12345-0T,"Renewable energy",Hydro,,,,SEDE
"ESTERRI 1","ENDESA GENERACION S.A.",,,"Esterri dAneu",ES,9.32,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"ESTERRI 2","ENDESA GENERACION S.A.",,,"Esterri dAneu",ES,8.99,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"ESTERRI 3","ENDESA GENERACION S.A.",,,"Esterri dAneu",ES,9.2,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
"EUME GR 1","ENDESA GENERACION S.A.",,,"Capela (A)",ES,27.2,Hydro,,,1960,,43.407473,-8.011213,,"Renewable energy",Hydro,,,,SEDE
"EUME GR 2","ENDESA GENERACION S.A.",,,"Capela (A)",ES,27.2,Hydro,,,1960,,43.407473,-8.011213,,"Renewable energy",Hydro,,,,SEDE
"FLIX 1","ENDESA GENERACION S.A.",,,Flix,ES,10.55,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"FLIX 2","ENDESA GENERACION S.A.",,,Flix,ES,10.87,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"FLIX 3","ENDESA GENERACION S.A.",,,Flix,ES,10.55,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"FLIX 4","ENDESA GENERACION S.A.",,,Flix,ES,10.55,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"GAVET 1","ENDESA GENERACION S.A.",,,"Gavet de la Conca",ES,11.42,Hydro,,,1931,,,,,"Renewable energy",Hydro,,,,SEDE
"GAVET 2","ENDESA GENERACION S.A.",,,"Gavet de la Conca",ES,11.42,Hydro,,,1931,,,,,"Renewable energy",Hydro,,,,SEDE
GOBANTES,"ENDESA GENERACION S.A.",,,Ardales,ES,3.34,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"GRADO I 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Grado (El)",ES,9.23,Hydro,,,1967,,,,,"Renewable energy",Hydro,,,,SEDE
"GRADO I 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Grado (El)",ES,9.23,Hydro,,,1967,,,,,"Renewable energy",Hydro,,,,SEDE
"GRADO II 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Grado (El)",ES,12.05,Hydro,,,1968,,,,,"Renewable energy",Hydro,,,,SEDE
"GRADO II 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Grado (El)",ES,13.66,Hydro,,,1968,,,,,"Renewable energy",Hydro,,,,SEDE
GUADALEN,"ENDESA GENERACION S.A.",,,Vilches,ES,5.12,Hydro,,,1959,,,,,"Renewable energy",Hydro,,,,SEDE
GUADALMELLATO,"ENDESA GENERACION S.A.",,,Adamuz,ES,5.12,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
GUADALMENA,"ENDESA GENERACION S.A.",,,"Chiclana de Segura",ES,15.2,Hydro,,,1970,,,,,"Renewable energy",Hydro,,,,SEDE
"GUILLENA 1","ENDESA GENERACION S.A.",,,Guillena,ES,69.33,Hydro,,,1973,,37.567315,-6.049541,,"Renewable energy",Hydro,,,,SEDE
"GUILLENA 2","ENDESA GENERACION S.A.",,,Guillena,ES,69.33,Hydro,,,1973,,37.567315,-6.049541,,"Renewable energy",Hydro,,,,SEDE
"GUILLENA 3","ENDESA GENERACION S.A.",,,Guillena,ES,69.33,Hydro,,,1973,,37.567315,-6.049541,,"Renewable energy",Hydro,,,,SEDE
"HIDROELECTRICA DE HUESCA","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,0.89,Hydro,,,1982,,,,,"Renewable energy",Hydro,,,,SEDE
HUERMEDA,"ENDESA GENERACION S.A.",,,Calatayud,ES,,Hydro,,,1985,,,,,"Renewable energy",Hydro,,,,SEDE
"IP 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,30.05,Hydro,,,1969,,42.722707,-0.462906,,"Renewable energy",Hydro,,,,SEDE
"IP 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,29.95,Hydro,,,1969,,42.722707,-0.462906,,"Renewable energy",Hydro,,,,SEDE
"IP 3","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Canfranc,ES,28.85,Hydro,,,1969,,42.722707,-0.462906,,"Renewable energy",Hydro,,,,SEDE
"IZNAJAR 1","ENDESA GENERACION S.A.",,,"Cuevas de San Marcos",ES,38.4,Hydro,,,1969,,37.274707,-4.387173,,"Renewable energy",Hydro,,,,SEDE
"IZNAJAR 2","ENDESA GENERACION S.A.",,,"Cuevas de San Marcos",ES,38.31,Hydro,,,1969,,37.274707,-4.387173,,"Renewable energy",Hydro,,,,SEDE
"JABARRELLA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"JABARRELLA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"JABARRELLA 3","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,4.9,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"JACA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Jaca,ES,7.67,Hydro,,,1967,,,,,"Renewable energy",Hydro,,,,SEDE
"JACA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Jaca,ES,8.2,Hydro,,,1968,,,,,"Renewable energy",Hydro,,,,SEDE
"JANDULA 1","ENDESA GENERACION S.A.",,,Andujar,ES,2.8,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"JANDULA 2","ENDESA GENERACION S.A.",,,Andujar,ES,5.86,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"JANDULA 3","ENDESA GENERACION S.A.",,,Andujar,ES,5.94,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"JAUJA 1","ENDESA GENERACION S.A.",,,Lucena,ES,1.8,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"JAUJA 2","ENDESA GENERACION S.A.",,,Lucena,ES,1.8,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"JAUJA 3","ENDESA GENERACION S.A.",,,Lucena,ES,1.27,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"JAVIERRELATRE 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,5.2,Hydro,,,1966,,,,,"Renewable energy",Hydro,,,,SEDE
"JAVIERRELATRE 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Caldearenas,ES,5.2,Hydro,,,1966,,,,,"Renewable energy",Hydro,,,,SEDE
JUEU,"ENDESA GENERACION S.A.",,,"Bordes (Es)",ES,,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"LA BAELLS","ENDESA GENERACION S.A.",,,Berga,ES,6.95,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"LA MORANA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Anon de Moncayo",ES,0.38,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"LA MORANA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Anon de Moncayo",ES,0.44,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"LA MORCA","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Anon de Moncayo",ES,0.68,Hydro,,,1985,,,,,"Renewable energy",Hydro,,,,SEDE
"LA PARAYA 1","VIESGO GENERACION, S.L.",,,Aller,ES,1.44,Hydro,,,1919,,,,,"Renewable energy",Hydro,,,,SEDE
"LA PARAYA 2","VIESGO GENERACION, S.L.",,,Aller,ES,1.13,Hydro,,,1921,,,,,"Renewable energy",Hydro,,,,SEDE
"LA REMOLINA GR 1","VIESGO GENERACION, S.L.",,,Cremenes,ES,41.8,Hydro,,,1990,,42.932872,-5.085709,,"Renewable energy",Hydro,,,,SEDE
"LA REMOLINA GR 2","VIESGO GENERACION, S.L.",,,Cremenes,ES,41.39,Hydro,,,1990,,42.932872,-5.085709,,"Renewable energy",Hydro,,,,SEDE
"LA RIBEIRA GR 1","ENDESA GENERACION S.A.",,,"Pontes de Garcia Rodriguez (As)",ES,5.94,Hydro,,,1965,,,,,"Renewable energy",Hydro,,,,SEDE
"LA SERENA","ENDESA GENERACION S.A.",,,Castuera,ES,22,Hydro,,,1992,,,,,"Renewable energy",Hydro,,,,SEDE
"LA VEGA 1","ENDESA GENERACION S.A.",,,Montoro,ES,0.94,Hydro,,,1946,,,,,"Renewable energy",Hydro,,,,SEDE
"LA VEGA 2","ENDESA GENERACION S.A.",,,Montoro,ES,0.94,Hydro,,,1946,,,,,"Renewable energy",Hydro,,,,SEDE
"LAFORTUNADA CINCA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,,42.543496,0.18304,,"Renewable energy",Hydro,,,,SEDE
"LAFORTUNADA CINCA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,,42.543496,0.18304,,"Renewable energy",Hydro,,,,SEDE
"LAFORTUNADA CINCA 3","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,13.8,Hydro,,,1923,,42.543496,0.18304,,"Renewable energy",Hydro,,,,SEDE
"LAFORTUNADA CINQUETA 1","ENDESA GENERACION S.A.",,,Tella-Sin,ES,20.4,Hydro,,,1932,,42.542878,0.198028,,"Renewable energy",Hydro,,,,SEDE
"LAFORTUNADA CINQUETA 2","ENDESA GENERACION S.A.",,,Tella-Sin,ES,20.4,Hydro,,,1932,,42.542878,0.198028,,"Renewable energy",Hydro,,,,SEDE
"LANUZA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Panticosa,ES,26.96,Hydro,,,1977,,42.750252,-0.314465,,"Renewable energy",Hydro,,,,SEDE
"LANUZA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Panticosa,ES,25.73,Hydro,,,1977,,42.750252,-0.314465,,"Renewable energy",Hydro,,,,SEDE
"LAS ONDINAS GR 1","ENDESA GENERACION S.A.",,,"Paramo del Sil",ES,40.93,Hydro,,,1966,,42.842864,-6.471276,,"Renewable energy",Hydro,,,,SEDE
"LAS ONDINAS GR 2","ENDESA GENERACION S.A.",,,"Paramo del Sil",ES,41.53,Hydro,,,1966,,42.842864,-6.471276,,"Renewable energy",Hydro,,,,SEDE
"LASPUNA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Laspuna,ES,7.13,Hydro,,,1965,,,,,"Renewable energy",Hydro,,,,SEDE
"LASPUNA 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Laspuna,ES,7.19,Hydro,,,1965,,,,,"Renewable energy",Hydro,,,,SEDE
LERIDA,"ENDESA GENERACION S.A.",,,Lleida,ES,11.93,Hydro,,,1964,,,,,"Renewable energy",Hydro,,,,SEDE
"LES ILLES","ENDESA GENERACION S.A.",,,"Sant Quirze de Besora",ES,1,Hydro,,,1980,,,,,"Renewable energy",Hydro,,,,SEDE
"LITORAL DE ALMERIA GR 1","ENDESA GENERACION S.A.",,,Carboneras,ES,557.51,"Hard coal",,,1984,,36.978652,-1.904433,18WLIT1-12345-0A,"Fossil fuels","Hard coal",,,,SEDE
"LITORAL DE ALMERIA GR 2","ENDESA GENERACION S.A.",,,Carboneras,ES,562.08,"Hard coal",,,1997,,36.978652,-1.904433,18WLIT2-12345-00,"Fossil fuels","Hard coal",,,,SEDE
"LOS BARRIOS","VIESGO GENERACION, S.L.",,,"Barrios (Los)",ES,570.05,"Hard coal",,,1985,,36.182641,-5.418967,18WBRR1-12345-0H,"Fossil fuels","Hard coal",,,,SEDE
"LOS ORGANOS 1","ENDESA GENERACION S.A.",,,Santiago-Pontones,ES,0.96,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"LOS ORGANOS 2","ENDESA GENERACION S.A.",,,Santiago-Pontones,ES,0.96,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"LOS RABANOS 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Rabanos (Los)",ES,1.97,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
"LOS RABANOS 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Rabanos (Los)",ES,1.97,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
LLADRES,"ENDESA GENERACION S.A.",,,Espot,ES,0.87,Hydro,,,1967,,,,,"Renewable energy",Hydro,,,,SEDE
"LLAVORSI CARDOS 1","ENDESA GENERACION S.A.",,,Llavorsi,ES,26.2,Hydro,,,1966,,42.496342,1.213129,,"Renewable energy",Hydro,,,,SEDE
"LLAVORSI CARDOS 2","ENDESA GENERACION S.A.",,,Llavorsi,ES,26.2,Hydro,,,1966,,42.496342,1.213129,,"Renewable energy",Hydro,,,,SEDE
"LLESP 1","ENDESA GENERACION S.A.",,,"Pont de Suert (El)",ES,6.2,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"LLESP 2","ENDESA GENERACION S.A.",,,"Pont de Suert (El)",ES,6.2,Hydro,,,1953,,,,,"Renewable energy",Hydro,,,,SEDE
"MARMOLEJO 1","ENDESA GENERACION S.A.",,,Marmolejo,ES,8.48,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"MARMOLEJO 2","ENDESA GENERACION S.A.",,,Marmolejo,ES,8.48,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"MARRACOS 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Marracos,ES,3.37,Hydro,,,1949,,,,,"Renewable energy",Hydro,,,,SEDE
"MARRACOS 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Marracos,ES,3.35,Hydro,,,1978,,,,,"Renewable energy",Hydro,,,,SEDE
"MEDIANO 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Palo,ES,33.5,Hydro,,,1969,,42.312946,0.210984,,"Renewable energy",Hydro,,,,SEDE
"MEDIANO 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Palo,ES,33.47,Hydro,,,1969,,42.312946,0.210984,,"Renewable energy",Hydro,,,,SEDE
"MENGIBAR 1","ENDESA GENERACION S.A.",,,Jabalquinto,ES,1.4,Hydro,,,1975,,,,,"Renewable energy",Hydro,,,,SEDE
"MENGIBAR 2","ENDESA GENERACION S.A.",,,Jabalquinto,ES,1.4,Hydro,,,1975,,,,,"Renewable energy",Hydro,,,,SEDE
"MENGIBAR 3","ENDESA GENERACION S.A.",,,Jabalquinto,ES,1.4,Hydro,,,1975,,,,,"Renewable energy",Hydro,,,,SEDE
"MEQUINENZA 1","ENDESA GENERACION S.A.",,,Mequinenza,ES,80.59,Hydro,,,1964,,41.368983,0.273381,,"Renewable energy",Hydro,,,,SEDE
"MEQUINENZA 2","ENDESA GENERACION S.A.",,,Mequinenza,ES,80.59,Hydro,,,1964,,41.368983,0.273381,,"Renewable energy",Hydro,,,,SEDE
"MEQUINENZA 3","ENDESA GENERACION S.A.",,,Mequinenza,ES,80.59,Hydro,,,1964,,41.368983,0.273381,,"Renewable energy",Hydro,,,,SEDE
